REPORTING_DATE,PARTNER_ID,LOAN_ID,PRODUCT,STATUS,EXPOSURE_DRAWN,EXPOSURE_UNDRAWN,EXPOSURE,EAD,EAD_COLL,PD,LGD,SIZE,MATURITY,F_LARGE_FIN,RW,RWA
2022-12-31,sxapg685yk6583,4578226575sanx19,CREDIT_CARD,Performing,602.560339,3232.924331,3835.48467,1935.572,0.0,0.00121,0.549,44.9952041,1.91780822,N,0.360091974,696.9839422
2022-12-31,fvxzi500wg3450,9464435607scfd29,INVESTMENT,Performing,247603.4066,0.0,247603.4066,248023.888,0.0,0.0469559,0.5753,5.710470515,3.05205479,N,1.567310135,388730.3532
2022-12-31,fvcxl254bb6936,3909018312lpud35,CREDIT_CARD,Performing,3398.102487,1433.516585,4831.619072,4002.424726,0.0,0.0076297,0.7026,1.963765054,1.07945205,N,0.856091227,3426.440696
2022-12-31,vasdo640ot2722,6381384338hesl74,CREDIT_CARD,Performing,9.135070215,3745.627752,3754.762823,1539.967922,0.0,0.0037279,0.549,80.07725957,1.0,N,0.571636081,880.3012281
2022-12-31,iykjq889av9459,5003551735vkmw96,CREDIT_CARD,Performing,2903.774536,38.3021812,2942.076718,2970.640569,0.0,0.0258338,0.549,0.985563432,1.00273973,N,1.032396352,3066.878486
2022-12-31,yecoi509aw7585,6690353477qkmb26,REVOLVING,Performing,2870264.916,0.0,2870264.916,2896081.62,0.0,0.002646,0.631,20.50312438,4.48219178,N,0.904978267,2620890.925
2022-12-31,hvsjj374ve2964,9801804452eejq64,REVOLVING,Performing,0.0,574532.7179,574532.7179,319899.8174,0.0,0.0227969,0.631,4.989932543,1.96712329,N,1.28183592,410059.0768
2022-12-31,mvwvc778ar8739,8320220936vjtl61,CREDIT_CARD,Performing,0.0,9575.545299,9575.545299,3934.591563,0.0,0.0239799,0.549,1.30764299,1.16712329,N,1.030151777,4053.226489
2022-12-31,erefn858zx9356,6927637122kdxt35,CREDIT_CARD,Performing,299.0538552,2578.26345,2877.317305,1360.732865,0.0,0.0425031,0.549,3.58750613,1.0,N,1.205674264,1640.600596
2022-12-31,wnjyu166bd2777,9704341668asye83,CREDIT_CARD,Performing,0.0,9364.069381,9364.069381,3827.096492,0.0,0.0084683,0.549,10.30470526,1.66575342,N,0.800252651,3062.644114
2022-12-31,mzfke929nd5111,2942262543mxao40,DEBIT_CARD,Performing,82748.67382,13115.2701,95863.94392,90702.01641,90702.01641,0.0172608,0.0,2.444123711,2.5,N,0.0,0.0
